id,premise,hypothesis,lang_abv,language,label
75c37a74b8,The man shifted slightly and cut the spear out of the air.,The man moved near a flying spear. ,en,English,0
16e8ed049e,"In Chapter 5 we describe the Southeast Asian expedition of Na Nawaf Al Hasmi, Khalid Al Maida and others in January 2000 as the first part of the aircraft operation.",Nawaf al Hazmi traveled to 5 countries.,th,Thai,1
c5535a60ad,It's time for the last time,"Finally, it's time to be scared because we have to close at two o'clock",ur,Urdu,1
ac39d87e0e,People unfamiliar with the relevant language often have no answers to these rhetorical questions. But I'm sure they'll appreciate the omission of this nasty fact.,They would have been in a better position if someone had interpreted it.,th,Thai,1
485398465b,Or does she not think so? From God! And what do you call this? But the lieutenant of the King of Jamaica. I asked for leave to correct your mistakes in my own way.,One man tells another that he works perfectly. And any mistakes are your own fault.,th,Thai,2
4f222d4f32,Then Shuman claims that Linux provides no graphical user interface.,They made accusations about the platform.,en,English,0
a1032ef667,"In research designs based on statistical inference, the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations.",Research designs may be based on statistical inference in different organizations. ,en,English,1
6c6c264182,There is still shade and a flower garden in the middle of the square where locals and tourists alike meet for lunch or dinner dates.,Logon ko baagh mein khana khana pasand hai.,ur,Urdu,0
3ba75d385e,"Under Deng Xiaoping, Beijing actively sought to cultivate a good bilateral relationship.",Beijing sought to create a good relationship.,en,English,0
4f1d4c0a96,"To quash the image of homosexuality as a vice, Clinton and Birch accord gays civic virtues.",Clinton and Birch are homosexuals.,de,German,1
09f0ce0352,"The next morning they ate dry bread, two strips of lean meat, and two eggs fried in animal fat on a skillet of black scorched iron.",They ate breakfast that had been cooked in a cast iron pan.,en,English,0
230a217448,"Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.",The editors who run them had no respect for rock stars.,en,English,2
307acb9554,The leaders also focused on Pakistan and what they could do to turn the Taliban against al Qaeda.,The Taliban were not against al Qaeda.,es,Spanish,0
2169bd2588,Buffet and a  la carte available.,It has a buffet for lunch and dinner.,en,English,1
3261ff7fb8,"Diego followed her instructions and at the top of the hill he found Castell's beautiful roses, still covered with dew.",Diego didn't really want to follow his instructions.,hi,Hindi,1
7d52cc203f,"We're going to try something different this morning, said Jon.",Jon thought everything should stay the way it was.,en,English,2
8c72f0e3a0,It's supposed to be Yiddish for no reason...,There are many different assumptions about Yiddish.,tr,Turkish,1
d6bc64880e,"Information is the resource-extractive industry of the next century, and the concept of intellectual property --a term that dates back 150 years--comes up when individuals or companies assert a particular claim and embody it in the form of copyrights, trademarks, and patents.",Intellectual property is a term that was developed in the last decade.,en,English,2
22f2e978cf,"Apart from digressions, much of the music is percussive and serves to support and reflect action and mood.",A lot of the music comes from drums.,ru,Russian,0
ac86ad36c6,The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.,Women who are on welfare qualify for the contraceptive implant procedure.,en,English,1
6cd210d6f3,TVA asked construction to use gas to FGD while ESP was destroyed and SCR was installed there.,Side road will send gas to FGD.,sw,Swahili,0
abfd34ef7d,A growing body of evidence demonstrates that emergency department interventions are effective and that referral to treatment can work.,Most emergency departments provide several dozen referrals each day.,el,Greek,1
26ad7b11ae,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,en,English,0
c120f0477f,"The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).","If Santa Claus has a heart attack, the Rockettes will have to save Christmas.",en,English,1
7e0b1b15cc,"Memories of old foggism, isn't it?",Doesn't it look like old fashioned fashion?,hi,Hindi,0
4625dae255,"As we celebrate the Indiana University School of Medicine's 90th birthday, we realize how much we owe to dreamers and their dreams.",The Indiana University School of Medicine celebrated its 50th anniversary.,el,Greek,2
389a907e11,"The National Association of State Information Resource Executives (NASIRE) represents state chief information officers (CIO) and information resource executives who share a mission to shape national information technology policy through collaborative partnerships, information sharing, and knowledge transfer.",The NA SIRE does a lot of work with charities.,en,English,1
b9a614d8dd,Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school.,Clinton tracked dirt onto the floor of a high school and left without cleaning it.,en,English,2
58d7fc95db,Another White House murder mystery and a chance to bash the genre.,White House murder mystery has other works before this one.,en,English,0
992fb754a8,And we've been doing it for over 85 years.,We've done this for a long time.,ur,Urdu,0
2ff05d6bb6,"The Report and Order, in large part, adopts the unanimous recommendations of the Hearing Aid Compatibility Negotiated Rulemaking Committee, an advisory committee established by the Federal Communications Commission in 1995.",The Federal Communications Commission has several Hearing Aid Committees.,en,English,1
d074327d94,Adrin nodded.,Adrin agreed with what was said.,en,English,1
8a406720ce,"Those are the ships of the Jamaican fleet, the governor replied.",His Majesty told him that the ships had come from the ships of Jamaica.,sw,Swahili,0
0a9e0b89ab,"Eh! Monsieur Lawrence, called Poirot. ",Poirot did not call upon Monsieur Lawrence.,en,English,2
1eb8647fa5,"To see how The Bell Curve tries and fails to get around these inherent problems, see and .",The Bell Curve tries to get around these problems and fails in many different ways.,en,English,1
cfa65febed,TEST ORGANISMS,Test Rocks,en,English,2
7c3eff3791,"Then grandfather would say, Pues que recen y se acuesten (Okay, let them pray and go to bed).",We had to pray for 10 minutes each before going to bed.,bg,Bulgarian,1
2d2c2a4975,"According to the review, the former contains 2,000 entries, the latter 2,700; but the ODNW contains more information density, at least thirty percent more, according to my calculations.",The ODNW lacks enough information and necessary inputs to make it useful.,es,Spanish,2
743f356c53,"In 1868 with the passage of the Fourteenth Amendment, we had considered the threshold of a constitutional revolution.",The Fourteenth Amendment was introduced in 1868.,sw,Swahili,0
2131ae0331,"aChange in personal saving depends on how much of the $4,000 IRA contribution represents new saving.",The IRA contributes nothing to saving,en,English,2
82c2d68dd1,"Once a pleasing motif has been discovered, the next least exercise is to reproduce it with a slight variation.",Adding carvings is easy.,de,German,1
0573874d75,I begin life with a donation of a hundred pears and a thousand apples.,My father gave me the fruit.,bg,Bulgarian,1
132bea5b33,"They discussed goals in coded language and pretended to be high school students discussing different areas of architecture related to the World Trade Center, the Pentagon, the capital, and the White House.",They talked in code about the targets they intended to blow up.,de,German,1
62fe909980,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland's seas, rivers, and farms.","Fresh products of Irelands seas, rivers, and farms are what New Irish Cuisine is built upon.  ",en,English,0
a36f95733c,"At the least, he was hired in an attempt to influence administration China policy.",He was hired to influence the British economy.,en,English,2
ac3a282361,The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs.,Chinese antique's value change not always from age.,en,English,0
9854559742,"Beginning with his unsuccessful reconnoitring at Bournemouth, he passed on to his return to London, the buying of the car, the growing anxieties of Tuppence, the call upon Sir James, and the sensational occurrences of the previous night.",He had a lot of experiences going on. ,en,English,0
e8198fd9eb,"The Throne Room is one of a series of apartments built during the reign of Charles II, though it was originally designed as a guard room that screened entrants to the private chambers beyond.",Charles II was the reigninh monarch when the Throne Room was built.,en,English,0
6bf3121396,"On the northwestern Alpine frontier, a new state had appeared on the scene, destined to lead the movement to a united Italy.",The unite Italy movement was waiting for a leader. ,en,English,1
c72577a09a,"The herds give a sense of proportion to the vast openness, just as the scattered farmhouses and characteristic drystone walls add reassuring warmth to even the loneliest valley.",The area is completely devoid of life.,en,English,2
3bc59cf043,"When he heard the camp was closed, he and the others went to al Faruq camp near Kandahar, where they received more training.",Some have been trained near Kandahar.,vi,Vietnamese,0
d6002c9558,"The Standard , published a few days before Deng's death, covers similar territory.",The Standard covers similar territory about minorities.,en,English,1
4ec8fbe1dd,"Fearing to betray the latter, he took the refugee to the former.",He didn't care where he was hiding.,tr,Turkish,2
105a72145c,"All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.",You can get an all-inclusive package.,en,English,0
c43e98abdd,"The increased investment has contributed to higher GDP growth in recent years, and the stronger economy should help in servicing the debt owed to foreigners.",Higher GDP growth in recent years has been contributed to increased investment.,en,English,0
7282b55722,"Lie back, and DON'T THINK.",Stand up and start thinking.,en,English,2
97b47ff87e,yep because it's when it's self propelled it's heavy yeah,"it's heavy when it's self propelled, in case you were wondering",en,English,0
a82bc8b152,"But with all the extravagant new advertising, the museum hasn't forgotten the charms of brand new vintage cars and, above all, giant blocks of old train engines from the steam age that really make out by Canada.",The museum has 100 cars.,vi,Vietnamese,1
fcea56708d,"Thus, on average, Webster's Ninth New Collegiate and Random House Webster's College contain at least fifteen percent more information per entry than American Heritage and Webster's New World.",Schools use Webster's College because it's the best.,bg,Bulgarian,1
c38fcaf00e,"COST ASSIGNMENT - A process that identifies costs with activities, outputs, or other cost objects.",Cost assignment identifies nothing ,en,English,2
3211ac56a0,"If you have the energy to climb the 387 steps to the top of the south tower, you will be rewarded with a stunning view over the city.",The south tower has the best view in the city.,en,English,1
ee6d7d07b3,"If you find strange names (Missouri) or surprising ones (Nebraska), just mark them (Texas) with safety (Tennessee)--unless, of course, they're wrong (Mississippi).",Nebraska has no towns with funny names.,el,Greek,2
47eb163ca1,"I saw that a faint streak of daylight was showing through the curtains of the windows, and that the clock on the mantelpiece pointed to close upon five o'clock. ","I saw that daylight was coming, and heard the people waking up.",en,English,1
b7f9c7bf27,Figure 1:  Delivery Points to Stops,The only figure presented,en,English,1
44eb9655dc,"It's amazing, it's amazing what you can get out of a little bit",It's amazing how a little can go a long way.,es,Spanish,0
a7061efd84,They should have him be just a disembodied voice.,"The entity should not be seen, only heard.",en,English,0
80ec1a105d,but i've lived up here all my life and i'm fifty eight years old so i i could,I have moved somewhere else in my life.,en,English,2
9da6af67c0,"The regime's response of ferocious repression plus numerous other ineptitudes led to a third revolution in 1848, with the Bonapartists, led by Napoleon's nephew, emerging triumphant.",There were only two revolutions.,en,English,2
7af8fa6884,because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,Sometimes we throw the newspaper away without reading it.,en,English,0
e31bbef1fa,"I don't want to go in the third SS, that is the third support strategic submarine group.",The third SS is the worst mounted police unit.,sw,Swahili,1
9101b5d350,At that time the priest puts his hand on the missile and disappears.,"The moment the priest places his hand on the missile, a miracle will happen and he will disappear.",ur,Urdu,1
3c90e7b334,And you are wrong in condemning it. ,I totally agree with your criticism.,en,English,2
7477fd6343,She realized that perhaps she herself had provoked his anger.,"He was very glad, so she was not afraid of his wrath.",ru,Russian,2
eceda5400b,"Always Sacrilegious, Always Coca-Cola.)",Always respectful of Jesus.,en,English,2
5f5ff046b4,"Just give me a minute, if you want to cut it, uh, go ahead.",I'm ready to go now.,fr,French,2
7b33ecea71,"After the recovery of Jerusalem in 1099, it took four hundred years of sieges and battles, treaties, betrayals, and yet more battles, before Christian kings and warlords succeeded in subduing the Moors.",The Moors were able to subdue the Christian kings after just a decade of war.,en,English,2
7cec00ef48,"The island's tranquility lasted until 1287, when Alfonso III of Aragen, afflicted by a series of humiliations from his nobles, found a pretext for the invasion.",The island was very quiet.,es,Spanish,0
1c130bbec9,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. ",The prisoner unlocked the draw but it wasn't him that put the poison in there.,en,English,1
99c5366a6c,"But this isn't England, asshole. The roar of the second gun came, and a round of fire splashed water half as high as the cable to the rear.",There were many guns firing.,zh,Chinese,0
8cf29cb512,An Indian traveler described the prosperous Bujang Valley settlement as  the seat of all felicities.  ,A traveler said the settlement was floundering.,en,English,2
d5dc59641b,"The largest bay on the northwest coast makes a good harbor, but this can contaminate both the water and the sea.",The water and the beach can be dirty.,vi,Vietnamese,0
42a25b1dba,A spark of annoyance lit Lincoln's eyes; the smallest hint of Natalia's Russian fire.,You could clearly see the irritation in Lincoln's eyes.,en,English,0
d40352be05,Smithsonian Natural History Website (scroll down two or three times),The Smithsonian Institution has an Internet presence.,vi,Vietnamese,0
059537f191,A silver revolver.,The revolver was silver.,en,English,0
9f96a49415,"There are many options for attacking the logic of this cosmological argument, and contemporary opponents of Islam have tried them all.",The logic of this cosmic argument has been attacked many times by opponents.,ur,Urdu,0
f41a8acd21,Pearl Jam detractors still can't stand singer Eddie  They say he's unbearably self-important and limits the group's appeal by refusing to sell out and make videos.,Some people are annoyed by the singer from Pearl Jam.,en,English,0
3827039009,"While he should try, make sure his own officials dare not do anything else against him.","He was alone, without officers.",zh,Chinese,2
801b49829b,It was deserved.,it was definitely deserved,en,English,1
b99cab21c4,Newsweek exposes how far the wrestling industry will go to attract fans.,The professional wrestling industry has been exposed by Newsweek when it comes to their fan engagement.,fr,French,0
667e4e8838,The number of steps built down into the interior means that it is unsuitable for the infirm or those with heart problems.,The interior is well suited for those with cardiac issues.,en,English,2
0f211541d4,I went and took the luggage up front and looked at the address I had to go to,I took the bag until it fit.,sw,Swahili,0
dafcb86a34,"You will learn later that the person who usually poured out Mrs. Inglethorp's medicine was always extremely careful not to shake the bottle, but to leave the sediment at the bottom of it undisturbed. ",The person who poured Mrs. Inglethorp's medicine never shook the bottle so as to leave the sediment untouched. ,en,English,0
b30933bc11,because uh i know people who eat tons of that kind of stuff and they're just as healthy as can be,Some people who eat unhealthy foods are not sick.,en,English,0
409cc584c5,"I don't want to go in the third SS, that is the third support strategic submarine group.",I do not want to be part of the third SS.,sw,Swahili,0
c518992534,"Faced with this choice, customers are likely to retain their right to leave the country.","In order not to go to jail, clients prefer to leave the country earlier.",bg,Bulgarian,1
9265594243,block each other,"Yes, block each other.",zh,Chinese,0
92508e3e7c,"Such a horror can terrify the slaves in earthly error, for the horror of these images tells what awaits them.",Bad things will happen to these people.,el,Greek,0
9b72e76582,"Thus, as the variety of objects on the web increases, the variety of promising niches for new goods and services increases even faster!",Having excess opens up the possibility of variety.,bg,Bulgarian,0
27a50e79a9,Click here for Finkelstein's explanation of why this logic is expedient.,Select this option for Finkelstein's understanding of why this logic is expedient.,en,English,0
cae19ca045,"The changes are downsizing, changes in hiring methods and business.",They are hiring like crazy!,es,Spanish,2
88f2f3c4f1,"Student tuition increased 12% in 1992–92, a significant increase.",Tuition rate will increase every year,hi,Hindi,1
8a4d49837b,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",There had a doctor who assisted us through the Coroner.,en,English,0
6d527cf505,"Abeam Arabella across the harbor were white flat-fronted houses, the houses of that beautiful city that sloped down to the water's edge.",Arabela came to a tiny city that was in a deserted wasteland.,ru,Russian,2
982707f751,The Maritime Museum traces the history of the Pacific Harbor.,The Maritime Museum has a history of 100 years.,th,Thai,1
267c6fded8,"Goistering was a curious term for the loud female laugh; a bad worker was called, his excuse might as well be, old Laurence got me today!",They gave the lady's sonorous laugh a name.,es,Spanish,0
77b762d6d5,It has already allowed the demonstration of the design that companies made more expensive investments in manufacturing equipment and equipment to create representative prototypes of production for the demonstration phase.,They had no idea how to show the impact of the investment.,ur,Urdu,2
97d7bf3969,"Even if the plane caught fire, why would it burn and melt through a lead component to leak the radiation.",Radiation can also be retained during a fire.,bg,Bulgarian,1
4491e69c4c,"Around 1500 b.c. , a massive volcanic eruption at Santorini destroyed not only Akrotiri under feet of ash and pumice but the whole Minoan civilization.",The volcano has lain dormant for the past four thousand years.,en,English,2
083e5cb9d6,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He never wanted any attention and kept to himself all the time.,en,English,2
a6d79e4478,A jet-fueled fireball exploded on impact and knocked out at least one elevator.,The fireball travels down at least one elevator shaft.,zh,Chinese,0
668b836821,"In leading organizations, evolving work styles play a major role in determining how information management responsibilities are structured and aligned to meet changing needs.",business operations are not stagnant; But it does evolve over time.,ar,Arabic,0
14a0578fb4,"Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.",Placido Domingo's appearance is absolutely atrocious and uncompelling. ,en,English,2
c913f138a9,"Legal Services Corp., 02-CV-3866, names as defendants the national Legal Services Corp., which distributes federal grants to providers, and Legal Services of New Jersey, which distributes state money.",Legal Services of New Jersey did nothing wrong.,en,English,1
905b30a9ed,Listen to him! he mocked,A gentleman has never been mocked before.,th,Thai,2
bd70f1dcae,"So it looks like, well look, look at such a company.",He didn't talk to me.,el,Greek,2
5bbbb291d2,"Calm down, old wolf! Calm down! admonished Captain Blood.","With his experience, Captain Blood helped boost the morale of his crew members.",fr,French,1
19ae52fa44,"It was not a situation between two cultures or two nations, but specifically a situation between cultures - a situation hanging in space.",It is public knowledge that it was only a culture.,hi,Hindi,2
0a83fa9c91,uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm,Temperatures are still below the freezing point outside.,en,English,2
00ffb16a45,well it's a pleasure talking with you,It's lovely speaking with you. ,en,English,0
046455c2d6,"But they have a private, hidden name that remains a family secret.",The secret name is passed down in the family from generation to generation.,zh,Chinese,1
705597c266,Out of the corner of his eye he made out an elegant figure in gray silk approaching the party.,He has only one left eye.,el,Greek,1
b6027bac94,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Santorini has three smaller sibling islands.,en,English,1
6460b76753,face this choice Customers are likely to reserve their right to leave the country.,The client refuses to flee the country despite the difficult choice.,th,Thai,2
68a5c299d0,"On various episodes he is a member, along with Bluebeard and the Grim Reaper, of the Jury of the Damned; he takes part in a snake-bludgeoning (in a scandal exposed by a Bob Woodward book); his enemies list is used for dastardly purposes; even his dog Checkers is said to be bound for hell.",Various episodes depict that he is a member.,en,English,0
1527607025,"I feel that you probably underestimate the danger, and therefore warn you again that I can promise you no protection.",You underestimate the probability of us getting caught.,en,English,1
1805ecf5cf,Intifada to the Present,Before Intifada.,en,English,2
1b4e62a938,"The chart to which Reich refers was actually presented during Saxton's opening statement, hours before Reich testified, and did not look as Reich claims it did.",Reich refers to a chart that he understood well.,en,English,1
fdcf17df33,"Initial demand for land in the New Town was not spectacular; in fact, incentives had to be offered to entice buyers.",Incentives included price cuts as well as tax reductions.,en,English,1
37bdb80e92,"No, he was born in 1900 because he was 16, and that has to be around 1926, 19, so first before 1930.",He was not born until 1943.,tr,Turkish,2
13ef58533c,I thought working on Liddy's campaign would be better than working on Bob's.,"Turns out, I was wrong and wished I had worked on Bob's campaign.",en,English,1
e7a8f84998,"Happily, there's still a lot that hasn't yet been adulterated on the two islands'meaning that visitors also have a choice.",Visitors can hop between the two islands using the local ferry service.,en,English,1
3998bbb255,You can buy several to make your own line of narrow gables.,You are not allowed to buy any on your own.,fr,French,2
6b62348257,The composition would certainly leave the impression that part of the rope had caught fire.,The view given is that the fire started on the side of the thread.,sw,Swahili,0
9660db53b6,"After 9/11, Motassadeq announced to German authorities that Shehhi had asked him to settle the matter in his absence.",Motassadeq told everyone that Shehhi had left.,zh,Chinese,2
13a3c49e2b,Leading organizations decide to offer specific information technology and management services with in-house staff and external providers as part of a sourcing strategy.,Organizations outsource work all the time.,tr,Turkish,2
624fc3711e,"For ideological free-marketeers (like myself), theories like Smith and Wright's can be intellectually jarring.",I can appreciate their position even if it does contradict my opinions. ,en,English,1
41ecfb34fa,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.","Even should auditors choose not to comply with such standards, they are a helpful tool in guiding GAGAS work.",en,English,0
fdc7229980,Postal Service could increase those same rates by at least 13.,The rates can not be changed by the Postal Service.,en,English,2
08a9802c50,The Senate agreed that a new agency should oversee nuclear weapons research.,The Senate did not want a new agency to handle nuclear weapons research.,bg,Bulgarian,2
33daec1cfc,That might cool the Colonel Bishop down a bit.,Colonel Bishop heard bad news.,de,German,1
415898aee4,I am not.,I am not new to this.,en,English,1
b8c0ea33e8,"On September 9, dramatic news came from Afghanistan.",We were informed of the impending attack on September 9.,vi,Vietnamese,1
bd555b519d,It's hard to say if I don't have kids.,I have 7 kids so I know what your talking about!,hi,Hindi,2
3b45837b9d,Control activities occur at all levels and functions of the entity.,Control activities happen everywhere in the entity. ,en,English,0
bfe4d42209,yeah well that's my uh i mean every time i've tried to go you know it's always there's there's always a league bowling,"I go and bowl all the time, there are never leagues in the way.",en,English,2
0894e286b3,Someone you are proud to be a part of and support?,Do you want to get member support?,ar,Arabic,0
d5c11ec754,"Shoot only the ones that face us, Jon had told Adrin.","Shoot the ones that face us, Adrin told Jon",en,English,2
432de01bf6,"Tum nahi jao gai? Isn't there a story, a question and a fight with the heart.",Aren't you going? he asked.,ur,Urdu,0
3396faa0e1,Do you want to add your dreams to ours?,We discourage you from dreaming with us.,fr,French,2
6bbee8b4a5,A state worker will be on hand to help volunteers with their research as well.,No one will be there to help you with research.,sw,Swahili,2
4e26e7727e,They are all quotations from the Old Testament Book of Aunt Ruth.,The Old Testament was read to the children in the church.,en,English,1
58c1b8d5bc,"New Madeirans traded sugar, the era's dominant luxury item, with Britain and Flanders, and they proved skillful in the art of winemaking.",Their wine was famous even in Italy.,en,English,1
40f1095b1a,Learn to follow in someone else's footsteps,Live under the conditions someone has.,de,German,1
42982f88a5,"But when she grew up, well, she never admitted that she was wrong but she changed her behavior.",She never said she was right about the meatloaf.,vi,Vietnamese,1
c5ef27ce91,And these are tough times for reviewers in general.,Times have never been better for reviewers.,en,English,2
5564be1f5f,The credibility of the United States working with its European partners in NATO is on the line.,European members of NATO might consider the US's efforts to be less credible.,en,English,0
770573244c,"The judge gave vent to a faint murmur of disapprobation, and the prisoner in the dock leant forward angrily. ",The prisoner in the dock remained still and expressionless.,en,English,2
be59b5bcd3,"5) The Democrats are reaping what they sowed (after torturing Robert Bork, John Tower, and Clarence Thomas).",Democrats are replacing many Republicans because they were always very forceful in their approach.,en,English,1
76df6a01ca,Are you sure?,Have you thought it through?,en,English,0
4acbf3e4fd,"There is a roller coaster up there as well, but experienced riders consider it too slow and uneventful despite the altitude.",Experienced riders think that the roller coaster is too fast and scary.,en,English,2
526fdc06e0,"Note: Your gift is important to our celebration of 85 years, making the Indianapolis Civic Theater the oldest continuously operating community theater in the country.",Today we celebrate the grand opening of the newest theater in Indianapolis.,ar,Arabic,2
15c7f283ea,"Let me show you how, in the end, Americans viewed your performance as an independent attorney.",The American people were not happy with your performance as an independent attorney.,de,German,1
a1c5c72323,"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.",He was Decatur County's Court judge for one year.,en,English,0
78de2dd5d1,Sonja the child began to imitate his daughter's anger.,Sonja was annoyed.,vi,Vietnamese,1
289bdebfcb,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates tore down his house because he is not from the Seattle area.,en,English,2
726c058ae2,i don't understand that i thought that he was always a good player,I always considered him to be a good player.,en,English,0
a68988d0da,So he clearly found a way to project a bandwagon of strength without putting U.S. troops on the line.,He found a way to portray strength without putting troops in harms way.,en,English,0
a2fce5a688,just look what we did to Iraq,Iraq was something that shouldn't have happened,en,English,1
72ca4c3328,Classic Castilian restaurant.,The restaurant is based off a classic Castilian style.,en,English,0
19432e54a5,well the difficulty is is if you look in the Old Testament and and the numbers of places that uh the Lord went out and just simply struck down and that was part of the problem when they went into the Promised Land that they that they uh they didn't destroy everybody and that that's,The Lord struck down all the places he went to. ,en,English,1
098c5ed731,"We also emphasize games related to history, literature and social learning topics.",We try to make games that don't look at history or literature.,sw,Swahili,2
ef309671e7,The thirteen colored yarns of the magnificent carpet symbolize the original thirteen colonies of the country.,"The carpet has fifty colours, which represent all the great states of this country.",hi,Hindi,2
761a3eaa6b,And our father always told us not to call them animals,"Our father said that they are creatures, not animals.",ur,Urdu,1
20b2d5ca6b,[Requires free registration.,Registration is only one of the requirements. ,en,English,1
9fd50450ca,"When Babcock &amp; Wilcox retrofitted the AES Somerset 675 MWe boiler, the shutdown began on May 14 and the boiler came back online on June 26, which was a shutdown of almost six weeks.",The blackout should have ended much sooner.,es,Spanish,1
0acad7ef76,I guess he thought you'd turned up your toes.,He made a grave mistake by thinking incorrectly.,en,English,1
ea0c8a2a3f,"GQ editor Art Cooper reportedly received two $1-million loans, one for a Manhattan apartment, the other for a Connecticut farm.","Art Cooper used $100,000 of his own money to buy his Connecticut farm outright.",en,English,2
ae05afc637,"Oh, okay, interesting, you took class, uh, did you learn how to do that?",I bet you are self taught.,zh,Chinese,1
59180765bf,they just didn't watch him on TV,They watched him on TV all the time. ,en,English,2
e5cbe3a2c6,"The protection of transportation, energy, emergency services, financial services and communication systems is becoming increasingly important as they rely heavily on information technology.",Financial services and communication systems have not yet entered the IT sector.,vi,Vietnamese,2
351e0626cd,Consistency is a form of ritualism.,Ritualism is valued because it produces a unified result.,de,German,1
9d4b90e750,How can I honestly detain them? This is a bargain.,I will not forgive myself if I inhabit them.,zh,Chinese,1
ed6e912a79,"The Black River, at 71 km (44 miles), is the longest in Jamaica; it was an arterial route used to transport rum and lumber from the inland plantations.",The Black River is said to be the shortest in Jamaica.,en,English,2
86915f8db1,She had the pathetic aggression of a wife or mother--to Bunt there was no difference.,Bunt was raised motherless in an orphanage.,en,English,2
9eec35d8ee,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,en,English,1
b5a2e5b960,6 Of the fifty-five years leading up to the Civil War The court used this power very concisely.,The courts used this power five million times in fifty-five years leading up to the Civil War.,th,Thai,2
fc37224cdf,"Technology coffee marboot hai in businees kai tareqe kar mai kiunke technology ko faida mand tasawoor kiya jata hah, nake sirf aik alaa.",One of the main technology businesses focused on advanced scheduling software.,ur,Urdu,1
a7a863ad3e,"As part of the contracting strategy, organizations decide whether to provide specific information technology and management services with in-house staff or external providers.",Organizations decide whether or not to hire office staff if it costs them too much.,ur,Urdu,1
d202bb928c,British action wouldn't have mattered.,British action would have made a big difference.,en,English,2
e7d838a111,Tuppence seized the bell and Jane the knocker.,Tuppence and Jane were by the door.,en,English,0
06b48edef9,"The Joint Venture which has so amply justified itself by success!"" It was drunk with acclamation.",The Joint Venture had justified itself by success.,en,English,0
9be126932e,oh for heaven sakes for the drugs yeah uh-huh,Drugs aren't a factor.,en,English,2
6f6da5ca04,"83 At that point, Poirot nudged me gently, indicating two men who were sitting together near the door. ",There were two men sitting near the door.,en,English,0
17b9dacc2b,The guidelines do not apply to inpatient hospital services and hospice services and will be used by Medicare fiscal intermediaries to determine the maximum allowable costs of the therapy services.,When it comes to therapy services the policies and procedures are not relevant.,en,English,0
ff854cef69,Through her and through you.,Through both of them.,ru,Russian,0
8b50ee4c4c,"The excellent Dr. Spooner, a kindly man with white hair and a slightly chubby face, served New College as a scholar and able administrator for half a century.",Dr. Sporter is the longest serving member of the New College,ur,Urdu,1
34c37ac439,The credibility of the United States working with its European partners in NATO is on the line.,The United States currently enjoys high favorability among its European allies who trust it completely.,en,English,2
0246d91cf3,and for regular readers who are a bit confused about our schedule (and who can blame them?),who can blame who is confused about our schedule? They are readers but also occasional visitors.,en,English,1
3ea1a9c504,The sacred is not mysterious to her.,The woman is very religious.,en,English,1
0a018f6dea,IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save., IDAs are special in that low-income savers receive matching funds from federal and state governments.,en,English,0
6f8509533e,"The central features of the Results Act-strategic planning, performance measurement, and public reporting and accountability-can serve as powerful tools to help change the basic culture of government.",The Results Act has strategic planning as a central feature. ,en,English,0
4440268577,"Exhibits are a new lion exhibit, snow leopard and cheetah exhibits, and an African tropical rainforest, complete with gorillas and warthogs.","The best ways to check things out with something better are the new lion exhibit, snow leopard and leopard exhibits, and the African tropical rainforest.",ar,Arabic,0
